,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_list,acquirer_market,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year,price_amount,price_currency_code
6169,/organization/kerr-drug,Kerr Drug,|Medical|Health and Wellness|,Medical,USA,NC,Raleigh,Raleigh,/organization/walgreens,Walgreens,|Photography|Health and Wellness|,Photography,USA,IL,Chicago,Deerfield,2012-01-01,2012-01,2012-Q1,2012.0,381,USD
6170,/organization/kerr-mcgee,Kerr McGee,|Gas|Oil|,Oil,USA,TX,Seminole,Seminole,/organization/anadarko-petroleum-corporation,Anadarko Petroleum Corporation,|Gas|Oil|,Oil,USA,TX,Seminole,Seminole,2006-06-23,2006-06,2006-Q2,2006.0,21100000000,USD
6185,/organization/deviceanywhere,Keynote DeviceAnywhere,|Analytics|Career Planning|SaaS|Cloud Computing|Enterprises|Mobile|,Enterprises,USA,CA,SF Bay Area,San Mateo,/organization/keynote-systems,Keynote Systems,|Software|,Software,USA,CA,SF Bay Area,San Mateo,2011-10-10,2011-10,2011-Q4,2011.0,90000000,USD
6186,/organization/keynote-systems,Keynote Systems,|Software|,Software,USA,CA,SF Bay Area,San Mateo,/organization/thoma-bravo,Thoma Bravo,|Application Performance Monitoring|Cyber Security|Software|Enterprise Software|,Cyber Security,USA,IL,Chicago,Chicago,2013-06-24,2013-06,2013-Q2,2013.0,395000000,USD
6219,/organization/king-pharmaceuticals,King Pharmaceuticals,|Software|Biotechnology|,Software,USA,TN,TN - Other,Bristol,/organization/pfizer,Pfizer,|Biotechnology|,Biotechnology,USA,NY,New York City,New York,2010-10-12,2010-10,2010-Q4,2010.0,3600000000,USD
6233,/organization/kintera,Kintera,|Internet|Nonprofits|Software|,Nonprofits,USA,CA,San Diego,San Diego,/organization/blackbaud,Blackbaud,|Nonprofits|Software|,Nonprofits,USA,SC,"Charleston, South Carolina",Charleston,2008-07-09,2008-07,2008-Q3,2008.0,48140000,USD
6245,/organization/kiva-systems,Kiva Systems,|Hardware|Software|Shipping|Robotics|Hardware + Software|,Hardware,USA,MA,Boston,North Reading,/organization/amazon,Amazon,|Consumer Goods|Groceries|Crowdsourcing|E-Commerce|,Consumer Goods,USA,WA,Seattle,Seattle,2012-03-19,2012-03,2012-Q1,2012.0,775000000,USD
6249,/organization/kleer,Kleer,|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Cupertino,/organization/smsc,SMSC,|Semiconductors|,Semiconductors,USA,NY,Long Island,Hauppauge,2010-02-18,2010-02,2010-Q1,2010.0,7500000,USD
6254,/organization/klout,Klout,|Analytics|Social Media|,Social Media,USA,CA,SF Bay Area,San Francisco,/organization/lithiumtechnologies,Lithium Technologies,|Social CRM|Software|,Software,USA,CA,SF Bay Area,San Francisco,2014-03-26,2014-03,2014-Q1,2014.0,200000000,USD
6259,/organization/kmg-america,KMG America,|Insurance|Finance|Health and Wellness|,Insurance,USA,MN,Minneapolis,Minnetonka,/organization/humana,Humana,|Business Services|Insurance|Health and Wellness|,Business Services,USA,KY,Louisville,Louisville,2007-11-01,2007-11,2007-Q4,2007.0,187700000,USD
6260,/organization/kmov,KMOV,|News|,News,USA,MO,St. Louis,St Louis,/organization/meredith,Meredith Corporation,|Advertising|,Advertising,USA,IA,Des Moines,Des Moines,2014-02-28,2014-02,2014-Q1,2014.0,177000000,USD
6277,/organization/knowledge-path-solutions,Knowledge Path Solutions,|Software|,Software,USA,MA,Boston,Burlington,/organization/digital-management,"Digital Management, Inc.",|Enterprise Software|,Enterprise Software,USA,MD,"Washington, D.C.",Bethesda,2014-03-25,2014-03,2014-Q1,2014.0,22000000,USD
6278,/organization/knowledgeadvisors,KnowledgeAdvisors,|Consulting|,Consulting,USA,IL,Chicago,Chicago,/organization/corporate-executive-board-ceb,Corporate Executive Board(CEB),|Consulting|,Consulting,USA,VA,"Washington, D.C.",Arlington,2014-03-03,2014-03,2014-Q1,2014.0,52000000,USD
6300,/organization/kontera,Kontera,|Analytics|Big Data|Advertising|,Advertising,USA,CA,SF Bay Area,San Francisco,/organization/amobee,Amobee,|Advertising|,Advertising,USA,CA,SF Bay Area,Redwood City,2014-06-11,2014-06,2014-Q2,2014.0,150000000,USD
6305,/organization/kosan-biosciences,Kosan Biosciences,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Hayward,/organization/bristol-myers-squibb,Bristol-Myers Squibb,|Health and Wellness|Pharmaceuticals|Biotechnology|,Pharmaceuticals,USA,NY,New York City,New York,2008-05-28,2008-05,2008-Q2,2008.0,338460000,USD
6313,/organization/krillion,Krillion,|Curated Web|,Curated Web,USA,CA,SF Bay Area,Mountain View,/organization/local-com,Local.com,|Advertising|,Advertising,USA,CA,Anaheim,Irvine,2011-05-02,2011-05,2011-Q2,2011.0,3500000,USD
6333,/organization/kyphon,Kyphon,|Medical Devices|,Medical Devices,USA,CA,SF Bay Area,Sunnyvale,/organization/medtronic,Medtronic,|Medical Devices|Biotechnology|,Medical Devices,USA,MN,Minneapolis,Minneapolis,2007-07-27,2007-07,2007-Q3,2007.0,3900000000,USD
6341,/organization/laboratory-supply-company,Laboratory Supply Company,|Distributors|Medical Devices|Diagnostics|,Medical Devices,USA,KY,Louisville,Louisville,/organization/cepheid,Cepheid,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,Sunnyvale,2014-10-03,2014-10,2014-Q4,2014.0,21000000,USD
6349,/organization/lagoa,Lagoa,|Games|3D|Enterprise Software|,Games,CAN,QC,Montreal,Montréal,/organization/autodesk,Autodesk,|Software|,Software,USA,CA,SF Bay Area,San Rafael,2014-11-20,2014-11,2014-Q4,2014.0,60000000,USD
6352,/organization/lala,Lala,|Music|,Music,USA,CA,SF Bay Area,Palo Alto,/organization/apple,Apple,|Computers|Consumer Electronics|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Cupertino,2009-12-05,2009-12,2009-Q4,2009.0,80000000,USD
6360,/organization/landmark-graphics,Landmark Graphics,|Software|,Software,USA,TX,Houston,Houston,/organization/halliburton,Halliburton,|Energy|,Energy,USA,TX,Houston,Houston,1996-01-01,1996-01,1996-Q1,1996.0,557000000,USD
6384,/organization/latista,LATISTA,|Construction|iPad|Software|,Software,USA,VA,"Washington, D.C.",Reston,/organization/textura,Textura,|Software|,Software,USA,IL,Chicago,Deerfield,2013-11-14,2013-11,2013-Q4,2013.0,35000000,USD
6386,/organization/launch-media,Launch Media,|Music|,Music,USA,CA,Los Angeles,Santa Monica,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Photography,USA,CA,SF Bay Area,Sunnyvale,2001-06-01,2001-06,2001-Q2,2001.0,12000000,USD
6396,/organization/layer-7-technologies,Layer 7 Technologies,|Cloud Security|Enterprise Software|,Enterprise Software,USA,DC,"Washington, D.C.",Washington,/organization/ca,CA Technologies,|Software|,Software,USA,NY,Long Island,Islandia,2013-05-10,2013-05,2013-Q2,2013.0,155000000,USD
6402,/organization/lca-vision,LCA-Vision,|Health and Wellness|,Health and Wellness,USA,OH,Cincinnati,Cincinnati,/organization/photomedex,Photomedex,|Health Care|,Health Care,USA,PA,Philadelphia,Montgomeryville,2014-02-13,2014-02,2014-Q1,2014.0,106400000,USD
6407,/organization/leadformix,LeadFormix,|Lead Management|Lead Generation|Marketing Automation|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Santa Clara,/organization/callidus-software,CallidusCloud,|Technology|Software|,Technology,USA,CA,SF Bay Area,Pleasanton,2012-01-03,2012-01,2012-Q1,2012.0,9000000,USD
6417,/organization/leap-wireless,Leap Wireless,|Wireless|Mobile|,Wireless,USA,CA,San Diego,San Diego,/organization/at-t,AT&T,|Mobile|,Mobile,USA,TX,Dallas,Dallas,2013-07-12,2013-07,2013-Q3,2013.0,1200000000,USD
6431,/organization/lefthand-networks,Lefthand Networks,|Software|,Software,USA,CO,Denver,Boulder,/organization/hewlett-packard,Hewlett-Packard,|Information Technology|Curated Web|,Curated Web,USA,CA,SF Bay Area,Palo Alto,2008-09-30,2008-09,2008-Q3,2008.0,360000000,USD
6438,/organization/legent-corporation,Legent Corporation,|Software|,Software,USA,VT,VT - Other,Vernon,/organization/ca,CA Technologies,|Software|,Software,USA,NY,Long Island,Islandia,1995-08-01,1995-08,1995-Q3,1995.0,1740000000,USD
6446,/organization/lemon,Lemon,|Shopping|Mobile|,Shopping,USA,CA,SF Bay Area,Palo Alto,/organization/lifelock,LifeLock,|Technology|Security|,Technology,USA,AZ,Phoenix,Tempe,2013-12-12,2013-12,2013-Q4,2013.0,42600000,USD
6447,/organization/lender-processing-services,Lender Processing Services,|Software|,Software,USA,FL,Jacksonville,Jacksonville,/organization/fidelity-national-financial,Fidelity National Financial,|Web Hosting|,Web Hosting,USA,TX,Dallas,Jacksonville,2013-05-28,2013-05,2013-Q2,2013.0,2900000000,USD
6463,/organization/lettuce,Lettuce,|Sales and Marketing|Curated Web|,Sales and Marketing,USA,CA,Los Angeles,Venice,/organization/intuit,Intuit,|Computers|Software|,Computers,USA,CA,SF Bay Area,Mountain View,2014-05-08,2014-05,2014-Q2,2014.0,30000000,USD
6464,/organization/lev-pharmaceuticals,Lev Pharmaceuticals,|Biotechnology|,Biotechnology,USA,NY,New York City,New York,/organization/viropharma,ViroPharma,|Pharmaceuticals|Biotechnology|,Pharmaceuticals,USA,PA,Philadelphia,Exton,2008-07-15,2008-07,2008-Q3,2008.0,585890000,USD
6477,/organization/lexia-learning-systems,Lexia Learning Systems,|Education|,Education,USA,MA,Boston,Concord,/organization/rosetta-stone,Rosetta Stone,|Software|,Software,USA,VA,"Washington, D.C.",Arlington,2013-07-25,2013-07,2013-Q3,2013.0,22500000,USD
6483,/organization/liberty-bancshares,Liberty Bancshares,|Finance|,Finance,USA,MO,Branson,Springfield,/organization/simmons-first-national-corporation,Simmons First National Corporation,|Finance|,Finance,USA,AR,AR - Other,Plainview,2014-05-28,2014-05,2014-Q2,2014.0,206000000,USD
6484,/organization/liberty-bancshares,Liberty Bancshares,|Finance|,Finance,USA,MO,Branson,Springfield,/organization/home-bancshares,Home BancShares,|Finance|,Finance,USA,AR,Little Rock,Conway,2013-10-23,2013-10,2013-Q4,2013.0,280000000,USD
6495,/organization/life-technologies,Life Technologies,|Technology|Biotechnology|,Technology,USA,CA,San Diego,Carlsbad,/organization/thermo-fisher-scientific,Thermo Fisher Scientific,|Technology|Bioinformatics|Biotechnology|,Bioinformatics,USA,MA,Boston,Waltham,2014-02-04,2014-02,2014-Q1,2014.0,13600000000,USD
6496,/organization/lifecell,LifeCell,|Biotechnology|,Biotechnology,USA,NJ,Newark,Bridgewater,/organization/kinetic-concepts,Kinetic Concepts,|Medical Devices|Biotechnology|,Medical Devices,USA,TX,San Antonio,San Antonio,2008-04-07,2008-04,2008-Q2,2008.0,1802940000,USD
6500,/organization/lifesize-communications,"LifeSize, a Division of Logitech",|Software|,Software,USA,TX,Austin,Austin,/organization/logitech,Logitech,|Hardware|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Fremont,2009-11-10,2009-11,2009-Q4,2009.0,405000000,USD
6508,/organization/lightera,Lightera,|Web Hosting|,Web Hosting,USA,CA,SF Bay Area,Cupertino,/organization/ciena,Ciena,|Telecommunications|,Telecommunications,USA,MD,Baltimore,Linthicum Heights,1999-03-01,1999-03,1999-Q1,1999.0,552000000,USD
6515,/organization/lightwire,Lightwire,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Santa Clara,/organization/cisco,Cisco,|Software|Hardware|Networking|Web Hosting|,Software,USA,CA,SF Bay Area,San Jose,2012-02-24,2012-02,2012-Q1,2012.0,271000000,USD
6530,/organization/lin-media-tvl,LIN Media (TVL),|News|,News,USA,TX,Austin,Austin,/organization/media-general,Media General,|Broadcasting|,Broadcasting,USA,VA,Richmond,Sandston,2014-03-21,2014-03,2014-Q1,2014.0,1600000000,USD
6536,/organization/lineage-power,Lineage Power,|Clean Technology|,Clean Technology,USA,TX,Dallas,Plano,/organization/ge-energy,GE Energy,|Clean Technology|,Clean Technology,USA,MO,Kansas City,Kansas City,2011-01-13,2011-01,2011-Q1,2011.0,520000000,USD
6545,/organization/linkspectrum,LinkSpectrum,|Software|,Software,USA,TN,Memphis,Memphis,/organization/bankrate,Bankrate,|Business Services|Curated Web|,Business Services,USA,FL,Palm Beaches,North Palm Beach,2008-09-05,2008-09,2008-Q3,2008.0,42140000,USD
6550,/organization/linux-networx,Linux Networx,|Software|,Software,USA,UT,Salt Lake City,Salt Lake City,/organization/sgi,SGI,|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Fremont,2008-02-15,2008-02,2008-Q1,2008.0,90000000,USD
6556,/organization/liposcience,LipoScience,|Biotechnology|,Biotechnology,USA,NC,Raleigh,Raleigh,/organization/labcorp,LabCorp,|Biotechnology|,Biotechnology,USA,NC,Greensboro,Burlington,2014-09-25,2014-09,2014-Q3,2014.0,63000000,USD
6557,/organization/liposonix,LipoSonix,|Biotechnology|,Biotechnology,USA,WA,Seattle,Bothell,/organization/medicis-pharmaceutical,Medicis Pharmaceutical,|Biotechnology|,Biotechnology,USA,AZ,Phoenix,Scottsdale,2008-06-16,2008-06,2008-Q2,2008.0,300000000,USD
6571,/organization/litepoint,Litepoint,|Testing|Consumer Electronics|Wireless|,Consumer Electronics,USA,CA,SF Bay Area,Sunnyvale,/organization/teradyne,Teradyne,|Semiconductors|,Semiconductors,USA,MA,Boston,North Reading,2011-09-14,2011-09,2011-Q3,2011.0,580000000,USD
6576,/organization/litmus-media,Litmus Media,|Software|,Software,USA,MO,Kansas City,North Kansas City,/organization/inuvo,Inuvo,|Technology|Search|Advertising|,Advertising,USA,FL,Tampa,Clearwater,2006-04-06,2006-04,2006-Q2,2006.0,13000000,USD
6587,/organization/livedeal,LiveDeal,|Curated Web|,Curated Web,USA,NV,Las Vegas,Las Vegas,/organization/yp,LiveDeal Yellowpages,|Curated Web|,Curated Web,USA,NV,Las Vegas,Las Vegas,2007-06-07,2007-06,2007-Q2,2007.0,12000000,USD
6593,/organization/liveoffice,LiveOffice,|Web Hosting|,Web Hosting,USA,CA,Los Angeles,Torrance,/organization/symantec,Symantec,|Security|,Security,USA,CA,SF Bay Area,Mountain View,2012-01-16,2012-01,2012-Q1,2012.0,115000000,USD
6595,/organization/liverail,LiveRail,|Internet Marketing|Entertainment|Enterprises|Video|Advertising|,Enterprises,USA,CA,SF Bay Area,San Francisco,/organization/facebook,Facebook,|Communities|Identity|All Students|Colleges|Facebook Applications|Social Media|,Communities,USA,CA,SF Bay Area,Menlo Park,2014-07-02,2014-07,2014-Q3,2014.0,500000000,USD
6596,/organization/liveramp,LiveRamp,|Advertising|Data Integration|Brand Marketing|,Data Integration,USA,CA,SF Bay Area,San Francisco,/organization/acxiom,Acxiom,|Data Privacy|Data Security|Databases|Analytics|Direct Marketing|Email Marketing|Advertising|Big Data|Software|,Analytics,USA,AR,Little Rock,Little Rock,2014-05-15,2014-05,2014-Q2,2014.0,310000000,USD
6601,/organization/livio-radio,Livio Radio,|Music|Electronics|Apps|Hardware + Software|,Music,USA,MI,Detroit,Ferndale,/organization/ford,Ford,|Cars|Automotive|,Cars,CAN,ON,Toronto,Toronto,2013-09-26,2013-09,2013-Q3,2013.0,9000000,USD
6606,/organization/lnx,LNX,|Hardware + Software|,Hardware + Software,USA,NH,"Manchester, New Hampshire",Salem,/organization/mercury-computer-systems,Mercury Systems,|Semiconductors|,Semiconductors,USA,MA,Boston,Chelmsford,2011-01-13,2011-01,2011-Q1,2011.0,31000000,USD
6625,/organization/location-labs,Location Labs,|Location Based Services|Security|Mobile|,Security,USA,CA,SF Bay Area,Emeryville,/organization/avg,AVG Technologies,|Software|Security|,Software,USA,MA,Boston,Chelmsford,2014-09-03,2014-09,2014-Q3,2014.0,220000000,USD
6627,/organization/locationlogic,LocationLogic,|Mobile|,Mobile,USA,KS,Kansas City,Overland Park,/organization/telecommunication-systems,TeleCommunication Systems,|Mobile|,Mobile,USA,MD,Baltimore,Annapolis,2009-05-19,2009-05,2009-Q2,2009.0,25390000,USD
6628,/organization/lockdown-networks,Lockdown Networks,|Security|,Security,USA,WA,Seattle,Seattle,/organization/mcafee,McAfee,|Security|,Security,USA,CA,SF Bay Area,Santa Clara,2008-08-31,2008-08,2008-Q3,2008.0,2000000,USD
6630,/organization/locu,Locu,|Restaurants|Developer APIs|Local|Content|Local Search|Databases|Advertising|,Databases,USA,MA,Boston,Cambridge,/organization/godaddy,GoDaddy,|Sales and Marketing|Customer Service|Data Security|E-Commerce|Web Development|Web Hosting|Domains|,E-Commerce,USA,AZ,Phoenix,Scottsdale,2013-08-19,2013-08,2013-Q3,2013.0,70000000,USD
6635,/organization/logi-d,Logi-D,|Supply Chain Management|,Supply Chain Management,CAN,QC,Montreal,Laval,/organization/tecsys,Tecsys,|Software|,Software,USA,NY,New York City,New York,2014-06-02,2014-06,2014-Q2,2014.0,3050000,USD
6646,/organization/logicvision,LogicVision,|Information Technology|Semiconductors|,Information Technology,USA,CA,SF Bay Area,San Jose,/organization/mentor-graphics,Mentor Graphics,|Software|,Software,USA,OR,"Portland, Oregon",Wilsonville,2009-08-19,2009-08,2009-Q3,2009.0,13000000,USD
6649,/organization/loglogic,LogLogic,|Security|,Security,USA,CA,SF Bay Area,San Jose,/organization/tibco-software-inc,TIBCO Software,|Enterprise Software|Software|,Enterprise Software,USA,CA,SF Bay Area,Palo Alto,2012-04-03,2012-04,2012-Q2,2012.0,130000000,USD
6677,/organization/loopnet,LoopNet,|Internet|Online Shopping|Commercial Real Estate|Real Estate|,Internet,USA,CA,SF Bay Area,San Francisco,/organization/costar-group,CoStar Group,|Real Estate|,Real Estate,USA,DC,"Washington, D.C.",Washington,2011-04-27,2011-04,2011-Q2,2011.0,860000000,USD
6678,/organization/loopt,Loopt,|Location Based Services|Networking|Mobile|,Networking,USA,CA,SF Bay Area,Mountain View,/organization/green-dot-corporation,Green Dot Corporation,|Finance|,Finance,USA,CA,Los Angeles,Pasadena,2012-03-09,2012-03,2012-Q1,2012.0,43000000,USD
6683,/organization/lorillard,Lorillard,|Tobacco|,Tobacco,USA,NC,Greensboro,Greensboro,/organization/reynolds-america,Reynolds America,|Tobacco|,Tobacco,USA,NC,Winston-Salem,Winston Salem,2014-07-15,2014-07,2014-Q3,2014.0,27400000000,USD
6695,/organization/lovely,Lovely,|Real Estate|,Real Estate,USA,CA,SF Bay Area,San Francisco,/organization/rentpath,RentPath,|Real Estate|Advertising|Property Management|Curated Web|,Curated Web,USA,GA,Atlanta,Norcross,2014-04-02,2014-04,2014-Q2,2014.0,13000000,USD
6698,/organization/lowermybills,LowerMyBills,|Curated Web|,Curated Web,USA,CA,Los Angeles,Santa Monica,/organization/experian,Experian,|Credit|Curated Web|,Curated Web,USA,CA,Anaheim,Costa Mesa,2005-05-05,2005-05,2005-Q2,2005.0,330000000,USD
6699,/organization/loyalize,Loyalize,|Social Television|Social Media|,Social Media,USA,CA,SF Bay Area,San Francisco,/organization/viggle,"Viggle, Inc.",|Multi-level Marketing|Digital Entertainment|,Multi-level Marketing,USA,NY,New York City,New York,2012-02-16,2012-02,2012-Q1,2012.0,5000000,USD
6700,/organization/loyalty-lab,Loyalty Lab,|Software|,Software,USA,CA,SF Bay Area,San Francisco,/organization/tibco-software-inc,TIBCO Software,|Enterprise Software|Software|,Enterprise Software,USA,CA,SF Bay Area,Palo Alto,2010-12-08,2010-12,2010-Q4,2010.0,23000000,USD
6705,/organization/ls9,LS9,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,South San Francisco,/organization/renewable-energy-group,Renewable Energy Group,|Chemicals|Clean Technology|,Chemicals,USA,IA,Des Moines,Ames,2014-01-23,2014-01,2014-Q1,2014.0,61500000,USD
6724,/organization/kv-pharmaceutical,Lumara Health,|Biotechnology|,Biotechnology,USA,MO,St. Louis,St Louis,/organization/amag-pharmaceuticals,AMAG Pharmaceuticals,|Biotechnology|,Biotechnology,USA,MA,Boston,Lexington,2014-09-29,2014-09,2014-Q3,2014.0,675000000,USD
